uniqid_huc10,chlor_high1992_huc10,chlor_high1997_huc10,chlor_high2002_huc10,chlor_high2007_huc10,chlor_high2012_huc10,chlor_low1992_huc10,chlor_low1997_huc10,chlor_low2002_huc10,chlor_low2007_huc10,chlor_low2012_huc10
14005,0.0092,0.0068,0.0085,0.0064,0.0193,0.0005,0.0000,0.0002,0.0001,0.0127
14006,0.0067,0.0073,0.0083,0.0166,0.0586,0.0005,0.0000,0.0003,0.0012,0.0410
14007,0.0100,0.0075,0.0037,0.0089,0.0133,0.0024,0.0001,0.0001,0.0000,0.0006
14008,0.0108,0.0075,0.0096,0.0114,0.0193,0.0010,0.0001,0.0046,0.0002,0.0070
14009,0.0076,0.0068,0.0041,0.0125,0.0350,0.0010,0.0002,0.0009,0.0007,0.0199
14010,1.8788,0.4358,1.8270,0.7046,5.4150,1.1174,0.3015,1.5012,0.5510,4.8677
14011,0.0526,0.0305,0.0187,0.0680,0.0601,0.0085,0.0000,0.0000,0.0000,0.0059
14012,0.2008,0.1015,0.1256,0.1121,0.2114,0.1110,0.0209,0.0326,0.0567,0.1516
14013,0.9697,0.2656,1.8870,0.7108,3.0052,0.7940,0.2331,1.6541,0.6482,2.7683
14014,0.2240,0.0166,0.0222,0.0399,0.0506,0.1976,0.0056,0.0203,0.0118,0.0335
14015,0.0047,0.0038,0.0198,0.0108,0.1585,0.0025,0.0000,0.0000,0.0015,0.1543
14016,0.0349,0.0452,0.0203,0.0477,0.0324,0.0005,0.0013,0.0005,0.0011,0.0014
14017,1.0150,0.3138,0.5611,0.4777,0.4105,0.9636,0.1970,0.3608,0.4550,0.3746
14018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14019,0.0395,0.0431,0.0674,0.0341,0.0652,0.0082,0.0012,0.0511,0.0009,0.0229
14020,0.3731,0.4595,1.0533,0.5968,0.6156,0.2031,0.0340,1.0193,0.0814,0.0468
14021,0.0172,0.0208,0.0131,0.0354,0.0094,0.0000,0.0002,0.0001,0.0001,0.0002
14022,0.0404,0.0638,0.1376,0.0608,0.0838,0.0114,0.0010,0.1339,0.0006,0.0015
14023,0.0005,0.0006,0.0010,0.0008,0.0005,0.0000,0.0001,0.0002,0.0000,0.0000
14024,0.1849,0.0924,0.0809,0.1565,0.2135,0.0226,0.0028,0.0294,0.1096,0.0605
14025,0.0374,0.0457,0.0681,0.0514,0.0847,0.0049,0.0004,0.0628,0.0002,0.0005
14026,0.0011,0.0016,0.0031,0.0032,0.0018,0.0001,0.0002,0.0005,0.0000,0.0000
14027,0.0020,0.0021,0.0013,0.0029,0.0024,0.0007,0.0005,0.0009,0.0008,0.0025
14028,0.2262,0.4359,0.6850,0.4109,0.4303,0.0926,0.1314,0.6724,0.0091,0.0121
14029,0.0055,0.0038,0.0112,0.0092,0.0174,0.0003,0.0004,0.0017,0.0000,0.0002
14030,0.0354,0.0132,0.0168,0.0275,0.0432,0.0130,0.0026,0.0126,0.0141,0.0243
14031,0.0144,0.0138,0.0103,0.0238,0.0091,0.0006,0.0002,0.0000,0.0002,0.0006
14032,0.0735,0.1161,0.2507,0.1108,0.1531,0.0207,0.0019,0.2440,0.0010,0.0028
14033,0.0008,0.0010,0.0011,0.0021,0.0082,0.0000,0.0000,0.0001,0.0000,0.0035
14034,0.0804,0.0775,0.0799,0.1674,0.8290,0.0142,0.0003,0.0023,0.0198,0.6869
14035,0.9179,0.2885,0.7066,1.7137,0.5461,0.7896,0.0114,0.4026,1.4357,0.2649
14036,0.0008,0.0009,0.0013,0.0014,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000
14037,0.0001,0.0001,0.0003,0.0006,0.0034,0.0000,0.0000,0.0001,0.0001,0.0022
14038,0.0078,0.0109,0.0243,0.0106,0.0144,0.0027,0.0004,0.0235,0.0003,0.0004
14039,0.0052,0.0073,0.0042,0.0129,0.0015,0.0003,0.0003,0.0000,0.0003,0.0004
14040,0.0139,0.0097,0.0274,0.0225,0.0424,0.0007,0.0011,0.0042,0.0000,0.0005
14041,0.0067,0.0064,0.0042,0.0112,0.0308,0.0007,0.0001,0.0007,0.0005,0.0166
14042,0.0009,0.0011,0.0014,0.0015,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000
14043,0.0363,0.0238,0.0279,0.0440,0.0504,0.0043,0.0007,0.0250,0.0007,0.0013
14044,0.0420,0.0592,0.1153,0.0504,0.0693,0.0144,0.0024,0.1113,0.0016,0.0017
14045,0.5176,0.0790,0.6460,0.3960,2.8138,0.3428,0.0382,0.6128,0.3014,2.3209
14046,0.0181,0.0120,0.0159,0.0248,0.0279,0.0021,0.0003,0.0142,0.0004,0.0006
14047,0.0662,0.0536,0.2904,0.1576,2.2926,0.0351,0.0000,0.0000,0.0218,2.2313
14048,0.0052,0.0024,0.0007,0.0055,0.0025,0.0005,0.0000,0.0000,0.0000,0.0005
14049,0.5440,0.1504,1.3013,0.4857,1.9836,0.4472,0.1327,1.1393,0.4447,1.8351
14050,0.0510,0.1300,0.1259,0.1469,0.5582,0.0065,0.0839,0.0075,0.0187,0.0242
14051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14052,0.1218,0.1930,0.4419,0.1968,0.2645,0.0345,0.0030,0.4304,0.0019,0.0047
14053,0.0192,0.0240,0.0211,0.0413,0.0175,0.0009,0.0009,0.0000,0.0007,0.0011
14054,0.1701,0.2897,0.8034,0.3837,0.4128,0.0554,0.0028,0.7888,0.0036,0.0053
14055,0.8248,0.2592,0.6330,1.5351,0.4912,0.7095,0.0103,0.3606,1.2861,0.2382
14056,0.0075,0.0072,0.0039,0.0131,0.0299,0.0021,0.0011,0.0017,0.0007,0.0301
14057,0.0001,0.0001,0.0004,0.0007,0.0020,0.0000,0.0000,0.0000,0.0000,0.0009
14058,0.9674,0.3040,0.7283,1.7662,0.5636,0.8322,0.0121,0.4149,1.4796,0.2734
14059,0.2656,0.0626,0.2546,0.1305,1.0846,0.1337,0.0333,0.1974,0.0737,0.8174
14060,0.0310,0.0232,0.0478,0.0504,0.0800,0.0009,0.0014,0.0054,0.0000,0.0007
14061,0.0374,0.0279,0.0164,0.0391,0.0553,0.0127,0.0000,0.0000,0.0000,0.0036
14062,0.0028,0.0026,0.0057,0.0028,0.0028,0.0000,0.0000,0.0001,0.0000,0.0001
14063,0.7139,0.4619,0.8556,0.5865,0.5364,0.5930,0.1137,0.7630,0.2983,0.2154
14064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14065,0.5455,0.2025,1.0066,0.5010,2.1398,0.4001,0.1149,0.8189,0.3374,1.9111
14066,0.0009,0.0011,0.0020,0.0038,0.0090,0.0000,0.0000,0.0001,0.0001,0.0038
14067,0.0006,0.0007,0.0008,0.0009,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000
14068,0.0005,0.0006,0.0006,0.0006,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000
14069,0.0440,0.0219,0.0208,0.0360,0.0538,0.0053,0.0008,0.0082,0.0306,0.0161
14070,0.0002,0.0002,0.0001,0.0004,0.0008,0.0001,0.0000,0.0001,0.0000,0.0009
14071,0.0055,0.0052,0.0028,0.0092,0.0214,0.0015,0.0008,0.0012,0.0005,0.0213
14072,0.7829,0.2229,1.6210,0.6201,2.6200,0.6375,0.1887,1.4117,0.5532,2.4153
14073,0.0008,0.0011,0.0020,0.0024,0.0043,0.0000,0.0001,0.0005,0.0000,0.0000
14074,0.0034,0.0028,0.0066,0.0054,0.0086,0.0000,0.0000,0.0000,0.0000,0.0000
14075,0.0040,0.0040,0.0055,0.0114,0.0534,0.0007,0.0000,0.0002,0.0013,0.0438
14076,0.4927,0.1625,0.4979,0.7825,1.0228,0.3499,0.0220,0.3500,0.6401,0.7434
14077,0.0118,0.0058,0.0042,0.0164,0.0126,0.0020,0.0001,0.0005,0.0003,0.0024
14078,0.0004,0.0004,0.0003,0.0009,0.0018,0.0001,0.0001,0.0001,0.0000,0.0019
14079,1.6074,0.4449,0.7306,0.8289,0.5841,1.5259,0.3086,0.5172,0.8178,0.5648
14080,0.1548,0.1739,0.3116,0.1459,0.1900,0.0776,0.0144,0.2924,0.0234,0.0210
14081,0.0001,0.0001,0.0001,0.0002,0.0002,0.0000,0.0000,0.0001,0.0001,0.0002
14082,0.0688,0.1808,0.1058,0.1203,0.1907,0.0075,0.0072,0.0020,0.0061,0.0177
14083,0.0010,0.0015,0.0015,0.0016,0.0003,0.0003,0.0010,0.0013,0.0006,0.0000
14084,0.0002,0.0002,0.0001,0.0004,0.0007,0.0001,0.0000,0.0000,0.0000,0.0007
14085,0.0530,0.0432,0.0532,0.0349,0.0938,0.0046,0.0004,0.0164,0.0006,0.0554
14086,1.7592,0.4827,0.6599,2.0704,0.7357,1.6112,0.1908,0.4746,1.9160,0.5822
14087,1.9113,0.4865,0.7605,1.0794,0.6511,1.7695,0.3516,0.5990,1.0690,0.6364
14088,0.0004,0.0004,0.0006,0.0006,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000
14089,0.0001,0.0001,0.0001,0.0002,0.0005,0.0000,0.0000,0.0000,0.0000,0.0005
14090,0.0094,0.0085,0.0050,0.0146,0.0406,0.0012,0.0002,0.0010,0.0008,0.0227
14091,0.7090,0.2063,0.2317,0.4032,0.3113,0.6651,0.1203,0.1694,0.3794,0.2937
14092,0.0035,0.0041,0.0036,0.0068,0.0182,0.0000,0.0000,0.0002,0.0001,0.0077
14093,0.0401,0.0411,0.0418,0.0848,0.3613,0.0051,0.0001,0.0015,0.0079,0.2779
14094,0.0088,0.0064,0.0159,0.0143,0.0254,0.0004,0.0006,0.0022,0.0000,0.0003
14095,0.0297,0.0222,0.0099,0.0302,0.0265,0.0085,0.0022,0.0017,0.0007,0.0034
14096,0.0069,0.0053,0.0026,0.0074,0.0028,0.0011,0.0020,0.0017,0.0008,0.0005
14097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14098,0.0010,0.0008,0.0032,0.0017,0.0024,0.0000,0.0000,0.0000,0.0000,0.0001
14099,0.1305,0.0451,0.2497,0.1170,0.4922,0.0989,0.0287,0.2068,0.0841,0.4422
14100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14101,0.0044,0.0043,0.0021,0.0070,0.0161,0.0012,0.0006,0.0009,0.0004,0.0162
14102,0.0011,0.0008,0.0012,0.0015,0.0015,0.0002,0.0001,0.0002,0.0004,0.0005
14103,0.0002,0.0002,0.0002,0.0005,0.0013,0.0001,0.0000,0.0001,0.0000,0.0013
14104,0.0099,0.0088,0.0055,0.0163,0.0456,0.0013,0.0003,0.0014,0.0009,0.0256
14105,0.0454,0.0125,0.0810,0.0473,0.4814,0.0289,0.0027,0.0446,0.0245,0.4379
14106,0.0212,0.0080,0.0382,0.0175,0.1439,0.0054,0.0030,0.0335,0.0119,0.1141
14107,2.0997,0.5225,2.7375,0.7894,3.5716,1.7399,0.4459,2.1564,0.7188,3.2642
14108,0.0211,0.0147,0.0423,0.0348,0.0624,0.0011,0.0017,0.0066,0.0000,0.0008
14109,0.0092,0.0074,0.0365,0.0198,0.2934,0.0049,0.0000,0.0000,0.0027,0.2856
14110,0.0255,0.0195,0.0506,0.0266,0.2286,0.0037,0.0004,0.0013,0.0024,0.2026
14111,0.0011,0.0011,0.0012,0.0013,0.0006,0.0004,0.0007,0.0009,0.0004,0.0000
14112,0.0068,0.0058,0.0030,0.0074,0.0089,0.0024,0.0006,0.0005,0.0002,0.0010
14113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14114,0.0853,0.1347,0.2921,0.1290,0.1791,0.0240,0.0022,0.2843,0.0012,0.0032
14115,0.0135,0.0132,0.0135,0.0185,0.0339,0.0011,0.0002,0.0113,0.0001,0.0035
14116,0.0000,0.0000,0.0001,0.0002,0.0005,0.0000,0.0000,0.0000,0.0000,0.0005
14117,0.0183,0.0164,0.0098,0.0293,0.0808,0.0024,0.0005,0.0024,0.0016,0.0456
14118,0.0141,0.0064,0.0016,0.0137,0.0059,0.0015,0.0000,0.0000,0.0000,0.0013
14119,0.2738,0.0808,0.1170,0.1445,0.1181,0.2589,0.0495,0.0780,0.1377,0.1116
14120,0.0901,0.1496,0.4286,0.2016,0.2163,0.0283,0.0014,0.4202,0.0019,0.0032
14121,0.6710,0.2118,0.5752,1.4937,0.4124,0.5736,0.0196,0.3219,1.3181,0.2247
14122,0.0458,0.1190,0.0708,0.0800,0.1376,0.0046,0.0046,0.0014,0.0043,0.0124
14123,0.0617,0.0158,0.0262,0.0538,0.0668,0.0382,0.0065,0.0253,0.0175,0.0467
14124,0.0040,0.0040,0.0031,0.0062,0.0131,0.0007,0.0003,0.0022,0.0002,0.0087
14125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14126,0.0236,0.0299,0.0147,0.0309,0.0293,0.0001,0.0008,0.0005,0.0007,0.0009
14127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14128,0.0039,0.0035,0.0023,0.0069,0.0192,0.0005,0.0001,0.0005,0.0004,0.0109
14129,0.0034,0.0015,0.0014,0.0030,0.0048,0.0004,0.0000,0.0008,0.0027,0.0010
14130,1.4969,0.6497,2.6894,4.4675,0.9007,1.0575,0.3646,1.4902,4.2576,0.6401
14131,0.0376,0.0242,0.0449,0.0542,0.3476,0.0084,0.0005,0.0086,0.0071,0.2153
14132,0.0002,0.0002,0.0004,0.0008,0.0040,0.0000,0.0000,0.0000,0.0001,0.0033
14133,0.6234,0.1868,0.3141,1.2951,0.3587,0.5364,0.0010,0.1239,1.1607,0.2030
14134,0.0068,0.0065,0.0035,0.0117,0.0267,0.0019,0.0010,0.0016,0.0006,0.0269
14135,0.0097,0.0071,0.0085,0.0064,0.0192,0.0005,0.0000,0.0002,0.0001,0.0126
14136,0.1777,0.2853,0.6324,0.2852,0.3785,0.0516,0.0065,0.6165,0.0028,0.0066
14137,0.0019,0.0007,0.0004,0.0014,0.0016,0.0008,0.0001,0.0000,0.0000,0.0001
14138,0.0033,0.0032,0.0017,0.0056,0.0126,0.0009,0.0005,0.0007,0.0003,0.0127
14139,1.6524,0.3820,1.5612,0.6271,5.4106,0.8626,0.2355,1.2508,0.4573,4.7687
14140,0.0024,0.0018,0.0069,0.0038,0.0053,0.0000,0.0000,0.0001,0.0000,0.0002
14141,2.2365,0.6956,2.7890,1.0622,6.0636,1.5585,0.5071,2.5528,0.8891,5.2831
14142,0.0117,0.0136,0.0117,0.0223,0.0550,0.0001,0.0000,0.0007,0.0005,0.0233
14143,0.0033,0.0032,0.0014,0.0049,0.0112,0.0009,0.0005,0.0006,0.0003,0.0112
14144,0.0625,0.1523,0.0843,0.0932,0.2261,0.0046,0.0055,0.0018,0.0061,0.0185
14145,0.0076,0.0082,0.0051,0.0117,0.0095,0.0028,0.0020,0.0037,0.0031,0.0099
14146,0.0056,0.0065,0.0059,0.0113,0.0262,0.0000,0.0000,0.0003,0.0002,0.0112
14147,1.3029,0.2289,1.5142,0.6354,4.2835,0.8706,0.1291,1.3280,0.5355,3.7818
14148,1.7044,0.4193,1.0058,4.7684,0.8269,1.4613,0.0097,0.5731,4.4801,0.4711
14149,0.0040,0.0050,0.0098,0.0046,0.0080,0.0011,0.0002,0.0085,0.0001,0.0019
14150,0.0109,0.0079,0.0040,0.0124,0.0049,0.0017,0.0029,0.0024,0.0011,0.0009
14151,0.0003,0.0002,0.0006,0.0005,0.0009,0.0000,0.0000,0.0001,0.0000,0.0000
14152,1.4987,0.4205,0.5116,0.8958,0.6614,1.3956,0.2551,0.4074,0.8513,0.6307
14153,0.3028,0.5817,1.3569,0.6968,0.7722,0.1152,0.0067,1.3422,0.0055,0.0035
14154,2.2682,0.6253,2.8488,1.0908,5.5955,1.6958,0.4926,2.6046,0.9701,5.1181
14155,1.0785,0.1576,1.3127,0.6690,4.6056,0.6893,0.0884,1.2028,0.5238,3.9424
14156,1.2656,0.4237,1.7544,4.1359,0.8332,1.0552,0.1220,1.0490,3.8759,0.5521
14157,0.3120,0.6295,1.2173,0.6930,0.7163,0.1314,0.1116,1.2043,0.0096,0.0077
14158,0.0218,0.0573,0.0350,0.0398,0.0658,0.0024,0.0023,0.0007,0.0020,0.0061
14159,0.0003,0.0003,0.0004,0.0009,0.0020,0.0000,0.0000,0.0001,0.0000,0.0014
14160,1.8484,0.4271,1.7861,0.6979,5.4151,1.0836,0.2924,1.4715,0.5428,4.8663
14161,0.0370,0.0184,0.0170,0.0292,0.0441,0.0044,0.0006,0.0067,0.0251,0.0132
14162,1.4945,0.1078,0.1242,0.2242,0.2866,1.3211,0.0358,0.1133,0.0654,0.1899
14163,0.0407,0.0540,0.0356,0.0648,0.0541,0.0008,0.0011,0.0003,0.0014,0.0016
14164,0.0019,0.0006,0.0005,0.0013,0.0019,0.0005,0.0000,0.0005,0.0010,0.0004
14165,0.0003,0.0002,0.0005,0.0004,0.0008,0.0000,0.0000,0.0001,0.0000,0.0000
14166,0.1607,0.0408,0.0687,0.1435,0.1743,0.1006,0.0168,0.0665,0.0467,0.1216
14167,0.0149,0.0147,0.0343,0.0175,0.0230,0.0000,0.0000,0.0001,0.0000,0.0001
14168,1.3377,0.3892,0.4616,0.8081,0.6165,1.2545,0.2263,0.3369,0.7599,0.5809
14169,0.0012,0.0013,0.0013,0.0026,0.0061,0.0000,0.0000,0.0001,0.0001,0.0026
14170,1.3668,0.3599,2.5515,0.9743,4.3729,1.0990,0.3114,2.2408,0.8814,4.0052
14171,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
14172,0.0003,0.0003,0.0006,0.0005,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000
14173,0.0019,0.0015,0.0059,0.0031,0.0045,0.0000,0.0000,0.0000,0.0000,0.0001
14174,0.9236,0.2783,0.5070,0.4250,0.3699,0.8834,0.1811,0.3124,0.4140,0.3501
14175,1.2162,0.3602,0.5333,0.6337,0.5182,1.1521,0.2225,0.3524,0.6053,0.4897
14176,0.0221,0.0213,0.0240,0.0499,0.2498,0.0040,0.0001,0.0006,0.0060,0.2084
14177,1.3557,0.4440,1.6535,4.7902,0.9042,1.0947,0.1134,0.9640,4.5339,0.6101
14178,0.0046,0.0070,0.0128,0.0057,0.0076,0.0013,0.0001,0.0124,0.0001,0.0001
14179,0.1310,0.2972,0.1819,0.2084,0.4593,0.0107,0.0127,0.0035,0.0109,0.0363
14180,0.0002,0.0002,0.0001,0.0001,0.0001,0.0000,0.0001,0.0001,0.0000,0.0000
14181,1.3071,0.3565,0.6089,0.7580,0.4787,1.1379,0.2209,0.4713,0.7058,0.4186
14182,0.5317,0.1596,0.3041,0.2731,0.2354,0.5074,0.1026,0.1897,0.2649,0.2227
14183,0.0079,0.0073,0.0062,0.0152,0.0609,0.0012,0.0001,0.0006,0.0014,0.0455
14184,0.0213,0.0074,0.0041,0.0142,0.0144,0.0090,0.0000,0.0000,0.0000,0.0007
14185,0.0042,0.0041,0.0021,0.0069,0.0149,0.0012,0.0006,0.0009,0.0004,0.0150
14186,3.0131,0.9356,3.2804,1.1028,5.1475,2.4760,0.7974,3.0645,0.9898,4.7659
14187,0.1312,0.2263,0.6084,0.2889,0.3104,0.0418,0.0021,0.5970,0.0028,0.0047
14188,0.1556,0.2754,0.5655,0.2875,0.3166,0.0725,0.0090,0.5496,0.0202,0.0207
14189,0.4511,0.1044,0.4789,0.3066,1.9791,0.2688,0.0425,0.3948,0.1585,1.1708
14190,0.0349,0.0859,0.0935,0.1058,0.4197,0.0022,0.0493,0.0011,0.0050,0.0078
14191,0.1460,0.2395,0.6705,0.3123,0.3502,0.0448,0.0026,0.6565,0.0030,0.0054
14192,1.0603,0.1484,1.2069,0.6079,4.4593,0.6569,0.0683,1.1081,0.4822,3.8422
14193,0.0406,0.0446,0.0487,0.0539,0.0981,0.0026,0.0001,0.0419,0.0000,0.0001
14194,1.8811,0.4753,2.4808,0.7040,3.1345,1.5643,0.4097,1.9417,0.6401,2.8655
14195,0.0014,0.0013,0.0010,0.0030,0.0084,0.0002,0.0000,0.0002,0.0002,0.0048
14196,0.0353,0.0555,0.1167,0.0520,0.0727,0.0098,0.0009,0.1135,0.0005,0.0013
14197,0.0080,0.0040,0.0028,0.0118,0.0087,0.0014,0.0000,0.0000,0.0000,0.0011
14198,0.0008,0.0009,0.0012,0.0014,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000
14199,0.0031,0.0030,0.0016,0.0052,0.0123,0.0008,0.0004,0.0006,0.0003,0.0114
14200,0.0031,0.0016,0.0030,0.0034,0.0062,0.0000,0.0000,0.0000,0.0000,0.0003
14201,0.0621,0.0839,0.0591,0.0790,0.1026,0.0000,0.0000,0.0001,0.0027,0.0015
14202,0.0046,0.0042,0.0026,0.0056,0.0021,0.0009,0.0020,0.0019,0.0009,0.0003
14203,0.0648,0.0970,0.2101,0.0990,0.1331,0.0173,0.0016,0.2042,0.0010,0.0024
14204,0.0371,0.0357,0.0383,0.0798,0.3946,0.0067,0.0001,0.0010,0.0097,0.3289
14205,0.0029,0.0020,0.0057,0.0047,0.0088,0.0002,0.0002,0.0009,0.0000,0.0001
14206,0.0000,0.0000,0.0000,0.0001,0.0002,0.0000,0.0000,0.0000,0.0000,0.0002
14207,0.0082,0.0041,0.0012,0.0082,0.0039,0.0011,0.0001,0.0001,0.0000,0.0007
14208,0.0473,0.0675,0.0894,0.1016,0.1197,0.0013,0.0029,0.0073,0.0034,0.0002
14209,0.0000,0.0001,0.0001,0.0002,0.0001,0.0000,0.0000,0.0001,0.0001,0.0001
14210,0.0177,0.0067,0.0041,0.0120,0.0222,0.0017,0.0002,0.0037,0.0110,0.0029
14211,0.7381,0.2387,0.4441,0.3582,0.3198,0.6968,0.1427,0.2860,0.3343,0.2830
14212,0.0028,0.0027,0.0015,0.0048,0.0111,0.0008,0.0004,0.0007,0.0003,0.0111
14213,0.0042,0.0043,0.0106,0.0091,0.0750,0.0008,0.0000,0.0001,0.0007,0.0666
14214,0.0601,0.0227,0.0142,0.0414,0.0774,0.0056,0.0007,0.0128,0.0381,0.0101
14215,0.8798,0.2415,1.7194,0.6394,2.7776,0.7232,0.2126,1.5211,0.5823,2.5490
14216,0.0397,0.0466,0.0612,0.0538,0.0931,0.0039,0.0003,0.0550,0.0001,0.0003
14217,0.0006,0.0005,0.0004,0.0010,0.0028,0.0001,0.0000,0.0001,0.0001,0.0016
14218,0.0324,0.0261,0.0395,0.0416,0.0483,0.0053,0.0008,0.0367,0.0008,0.0011
14219,0.0141,0.0127,0.0075,0.0227,0.0638,0.0019,0.0004,0.0016,0.0012,0.0363
14220,0.0066,0.0047,0.0054,0.0101,0.0178,0.0008,0.0001,0.0041,0.0003,0.0060
14221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14222,0.0002,0.0002,0.0001,0.0002,0.0006,0.0000,0.0000,0.0000,0.0000,0.0006
14223,0.1819,0.0677,0.1418,0.2085,1.3064,0.0672,0.0084,0.0897,0.0409,0.4714
14224,0.9128,0.1563,0.1627,0.2838,0.3693,0.7535,0.0875,0.1500,0.0896,0.2489
14225,0.0841,0.0635,0.1473,0.0758,0.6420,0.0111,0.0012,0.0037,0.0062,0.5660
14226,0.2295,0.0582,0.0984,0.2055,0.2508,0.1437,0.0240,0.0953,0.0668,0.1750
14227,0.0003,0.0003,0.0005,0.0010,0.0048,0.0001,0.0000,0.0000,0.0001,0.0040
14228,0.0099,0.0055,0.0100,0.0079,0.0117,0.0047,0.0004,0.0097,0.0028,0.0024
14229,0.0049,0.0027,0.0021,0.0066,0.0062,0.0009,0.0001,0.0003,0.0002,0.0011
14230,0.2423,0.0954,0.1612,0.1515,0.1632,0.2073,0.0397,0.0643,0.1259,0.1294
14231,0.2856,0.0777,0.1244,0.2604,0.3230,0.1747,0.0288,0.1165,0.0817,0.2163
14232,0.0176,0.0248,0.0346,0.0405,0.0543,0.0001,0.0006,0.0019,0.0018,0.0001
14233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14234,0.0157,0.0136,0.0091,0.0219,0.0617,0.0019,0.0003,0.0015,0.0011,0.0356
14235,0.0012,0.0013,0.0016,0.0033,0.0078,0.0000,0.0000,0.0001,0.0001,0.0037
14236,0.0008,0.0008,0.0005,0.0016,0.0041,0.0001,0.0000,0.0001,0.0001,0.0027
14237,0.9799,0.3094,0.6074,1.2661,0.5234,0.8775,0.0819,0.3482,1.0850,0.3367
14238,1.3153,0.3867,1.4103,4.1748,0.7666,1.1102,0.0804,0.8371,3.9374,0.4915
14239,0.0973,0.1316,0.0979,0.1303,0.1692,0.0001,0.0001,0.0003,0.0046,0.0024
14240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14241,0.0167,0.0422,0.0287,0.0308,0.0577,0.0015,0.0014,0.0005,0.0014,0.0041
14242,0.1006,0.1603,0.3865,0.1740,0.2243,0.0289,0.0024,0.3769,0.0017,0.0039
14243,0.6171,0.2668,0.1840,0.3222,0.4117,0.4582,0.1975,0.1706,0.1006,0.2844
14244,0.0801,0.0239,0.0381,0.0631,0.0974,0.0415,0.0086,0.0358,0.0199,0.0684
14245,1.5555,0.4412,0.7047,0.7957,0.5947,1.4690,0.2918,0.4952,0.7755,0.5704
14246,0.5576,0.1259,0.5232,0.2097,1.8546,0.2897,0.0778,0.4145,0.1516,1.6384
14247,0.0606,0.1616,0.1463,0.1782,0.6543,0.0133,0.1312,0.0192,0.0427,0.0509
14248,0.3535,0.0897,0.1535,0.3205,0.3910,0.2213,0.0369,0.1486,0.1042,0.2729
14249,0.0078,0.0075,0.0038,0.0127,0.0287,0.0021,0.0011,0.0017,0.0007,0.0289
14250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14251,0.6270,0.6760,0.4668,0.5717,0.6493,0.3827,0.4901,0.4446,0.1175,0.3693
14252,0.0269,0.0233,0.0924,0.0556,0.7225,0.0121,0.0000,0.0002,0.0068,0.6933
14253,0.5198,0.1778,0.4223,0.5932,0.6384,0.4311,0.0574,0.2555,0.5023,0.4735
14254,0.0003,0.0003,0.0002,0.0011,0.0004,0.0000,0.0000,0.0000,0.0000,0.0005
14255,0.0001,0.0001,0.0000,0.0002,0.0001,0.0000,0.0000,0.0000,0.0000,0.0001
14256,0.1064,0.0607,0.0895,0.0642,0.1949,0.0485,0.0093,0.0151,0.0261,0.1530
14257,2.7909,0.7559,3.4773,1.3024,5.9689,2.2391,0.6375,3.2133,1.2032,5.6343
14258,0.0097,0.0093,0.0045,0.0150,0.0345,0.0026,0.0014,0.0020,0.0008,0.0344
14259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14260,0.3348,0.2153,0.1268,0.2222,0.2779,0.2305,0.1720,0.1167,0.0646,0.1972
14261,0.0011,0.0004,0.0004,0.0006,0.0010,0.0005,0.0001,0.0003,0.0002,0.0006
14262,0.0129,0.0174,0.0263,0.0315,0.0511,0.0000,0.0013,0.0045,0.0004,0.0001
14263,1.4475,0.4554,1.3920,5.2312,0.9476,1.1066,0.0786,0.6529,4.9688,0.6632
14264,0.0345,0.0445,0.0568,0.0554,0.1019,0.0008,0.0000,0.0001,0.0000,0.0001
14265,0.2146,0.0299,0.0391,0.0686,0.0916,0.1714,0.0131,0.0357,0.0196,0.0638
