uniqid_huc10,meto_high1992_huc10,meto_high1997_huc10,meto_high2002_huc10,meto_high2007_huc10,meto_high2012_huc10,meto_low1992_huc10,meto_low1997_huc10,meto_low2002_huc10,meto_low2007_huc10,meto_low2012_huc10
11414,30.4416,23.6897,8.8145,11.3501,17.6547,30.4365,23.6821,7.4803,8.4481,15.6478
11415,0.0488,0.1380,0.0153,0.0233,0.0197,0.0423,0.1321,0.0141,0.0121,0.0032
11416,55.1078,53.5333,34.2535,14.8058,18.4062,55.0143,53.5211,33.0488,14.3884,15.2248
11417,44.4009,38.8631,29.9815,30.1010,22.8760,44.3794,38.8629,28.0025,29.6960,20.9843
11418,7.5690,8.8441,5.0300,3.5640,10.4240,7.1551,8.6182,3.7183,2.4134,8.5242
11419,0.4888,1.0281,0.6567,0.5561,1.1203,0.3078,0.9194,0.4108,0.0655,0.5732
11420,8.7247,9.9427,6.3449,3.8540,11.9852,8.4011,9.1124,4.3063,2.5765,9.7797
11421,10.8284,11.6681,6.9142,4.6611,12.5019,10.4120,11.5931,5.2975,3.1635,10.2206
11422,39.1804,49.3136,21.7850,22.1710,12.5455,39.1772,49.3091,19.9965,22.1688,11.0201
11423,54.4753,70.2399,20.2195,24.4755,30.8750,54.2212,70.1183,18.0931,24.0886,29.2583
11424,8.3346,13.1033,18.0509,17.4280,24.3621,8.2413,13.0974,15.6925,17.2635,24.3376
11425,19.0845,26.4897,14.4939,15.0278,16.1756,19.0826,26.4888,13.0897,14.9698,14.7632
11426,26.6776,11.3916,2.1724,14.0734,8.6269,26.4466,11.1163,0.6949,12.5894,7.5271
11427,15.2125,30.9642,7.4346,5.9935,5.1913,15.0290,30.9464,6.4519,5.9861,3.2850
11428,24.6713,37.7939,17.3782,19.3670,12.3183,24.6485,37.7896,15.5215,19.3670,9.0049
11429,9.8742,9.8233,14.9133,3.1663,8.5851,9.8714,9.8152,12.8000,2.2255,7.7821
11430,47.2351,39.3856,20.9205,26.4299,28.7712,47.2221,39.3790,18.8499,26.2600,26.1033
11431,18.7214,24.4682,16.5289,6.1499,14.0072,18.5665,22.4441,13.9387,5.1080,12.1326
11432,42.0261,23.5561,16.9841,3.6090,12.0053,41.8717,21.9954,15.1806,2.7688,10.7874
11433,25.3186,24.7576,13.2200,22.9559,13.1797,25.3156,24.7530,11.3636,22.9559,12.2406
11434,29.8795,17.9544,12.5444,14.8125,14.2687,29.8360,17.7756,10.8127,14.5599,13.4042
11435,11.5324,7.4082,2.6806,2.2285,2.9345,10.9404,7.1203,2.2665,2.1025,2.4550
11436,17.5596,19.2167,4.7918,7.1482,9.1853,17.4946,19.1735,4.5475,7.0448,6.3444
11437,8.9428,11.7446,10.9800,9.1382,6.7240,8.9218,11.6583,9.9362,8.2963,6.6151
11438,22.1176,21.2702,11.2216,14.5148,16.5908,22.1022,21.2605,9.3329,12.9552,14.8608
11439,18.4931,30.9436,8.1389,9.6168,11.8438,16.6922,30.9317,7.0814,9.2164,11.3598
11440,8.5260,13.6907,21.0350,18.8563,25.8654,8.5087,13.6836,18.5971,18.6766,25.7895
11441,40.8137,17.0303,3.4591,28.2310,17.9956,40.5649,16.7981,1.1242,25.3110,15.7281
11442,25.6758,15.7489,26.8794,19.1834,12.1994,25.1324,15.7371,25.1611,18.8164,11.7823
11443,33.5593,29.0160,9.9552,11.1359,15.3162,33.5534,28.9912,8.3801,8.4889,13.4229
11444,4.4702,0.9030,1.6138,1.5179,3.4521,4.4611,0.9012,0.9727,1.4476,3.1592
11445,9.1865,19.6567,11.1896,8.8707,9.5567,7.8257,19.6509,9.8958,7.9801,8.4102
11446,19.4705,18.5301,10.6945,17.5466,11.2019,19.4310,18.4939,9.0506,17.5469,10.1837
11447,14.7786,21.6199,12.3764,11.0155,8.6202,14.7748,21.6146,11.2124,11.0155,6.5430
11448,0.4374,0.8579,0.6840,0.6330,0.9975,0.3651,0.8166,0.4522,0.0750,0.6000
11449,47.6655,38.5451,13.4046,2.9677,10.8959,46.9759,36.8382,10.3185,1.5223,7.9627
11450,24.8976,16.8228,11.7917,20.5496,11.0029,24.8345,16.6307,10.1359,9.6494,7.9396
11451,7.9684,11.2211,7.0078,3.9165,6.7955,7.8638,11.2134,6.1637,3.7849,3.7939
11452,5.2930,0.9856,3.3612,2.4322,7.4168,3.4935,0.9682,3.2014,0.0275,0.0091
11453,46.1694,33.6960,8.4538,11.1820,6.6630,46.1578,33.6954,8.0854,9.7157,4.9274
11454,20.8926,18.9137,14.5683,14.9173,11.8495,20.7037,18.9089,13.6724,14.5940,10.9843
11455,44.4913,18.8257,3.8303,24.9616,14.7448,44.1897,18.4110,1.2212,22.3430,12.8633
11456,6.3139,11.2103,15.0188,14.3156,19.3154,6.1293,11.1628,13.0597,14.1689,19.1830
11457,57.1636,41.3730,10.3954,13.7778,7.9424,57.1577,41.3721,9.9402,11.9832,5.9345
11458,26.4269,37.0879,19.3832,22.8605,13.6069,26.4133,37.0850,17.5080,22.8605,10.6094
11459,4.7132,10.2363,2.7650,3.4608,12.1901,4.4750,10.2281,2.7167,2.5456,11.6531
11460,25.3989,24.7221,14.1892,20.9679,15.2685,25.3687,24.7136,11.9480,20.9448,13.6126
11461,0.0902,0.2748,0.0226,0.0400,0.0418,0.0825,0.2668,0.0207,0.0126,0.0110
11462,0.4236,0.9402,0.0930,0.2073,1.0171,0.3780,0.8929,0.0487,0.0190,0.0803
11463,72.1902,40.7498,20.5806,13.9484,15.0122,72.1647,40.5831,17.8414,13.2947,14.8728
11464,17.5360,11.8614,4.5336,3.9586,4.8085,17.5265,11.8388,3.9679,3.8990,4.0735
11465,19.1294,37.7012,16.4329,26.9711,8.9383,19.0599,37.4949,13.7775,26.5646,8.9244
11466,7.9028,6.4482,1.7270,1.9433,1.2328,7.9015,6.4259,1.5642,1.1960,1.1114
11467,4.0154,6.7127,2.1069,2.1801,3.8308,3.8496,6.5044,1.8142,0.9427,3.6753
11468,6.5569,1.5523,1.5130,1.4866,3.1699,6.5511,1.5355,1.3190,1.4430,2.9179
11469,54.5872,47.2107,32.5402,9.9009,17.2048,54.4053,47.1697,31.7318,9.4359,14.0376
11470,13.3039,7.1626,2.9834,2.8851,3.1105,13.1083,6.9851,2.5518,2.7519,2.5657
11471,58.7282,77.5376,23.3521,28.2422,34.0786,58.4726,77.4827,20.9007,27.8715,32.2511
11472,22.6402,24.5459,15.2798,18.7328,15.9380,22.4671,24.4519,12.3203,17.6406,11.9487
11473,4.1108,1.8790,3.4877,6.4435,5.9849,3.9496,1.8752,2.5463,5.6815,5.1943
11474,16.8752,9.2107,3.4115,3.5474,4.8580,16.6131,8.8005,2.5734,3.3797,4.0295
11475,37.9396,29.3537,10.4900,2.2595,8.4549,37.9300,28.0723,8.4228,1.2434,6.1317
11476,8.7403,9.3886,6.0458,3.7747,11.5476,8.3690,9.2610,4.5846,2.6512,9.5330
11477,3.8299,7.5759,7.4916,8.3395,10.7400,3.7547,7.5372,6.4520,8.2058,10.6115
11478,1.5650,12.7183,2.8432,2.4279,7.4601,1.5618,12.7125,2.0646,1.7584,7.4654
11479,31.0369,38.3089,19.3853,13.2596,13.9237,30.8951,37.5013,17.3126,12.7816,12.3075
11480,5.6168,7.8600,7.7075,6.8094,2.2389,5.3914,7.7639,6.7532,6.5678,1.6484
11481,52.7209,48.7974,14.7881,18.9736,6.6497,52.6788,44.0558,12.0314,17.0474,4.3604
11482,21.1219,31.5889,12.8341,14.3048,8.9144,21.0645,31.5862,11.4272,14.3048,6.3795
11483,8.5527,8.6520,12.7469,2.7827,6.9467,8.5502,8.6426,10.9459,1.9625,6.2943
11484,41.0882,35.5094,12.7188,14.9820,21.8603,41.0785,35.4988,10.8319,14.9820,19.8200
11485,0.7858,1.2962,0.5613,0.4044,0.0973,0.7779,1.2734,0.4849,0.3661,0.0533
11486,12.2567,24.0988,17.1316,15.2867,12.8909,9.9789,24.0936,15.4251,14.5946,11.3599
11487,42.8459,32.1024,27.3013,29.0810,9.0393,42.7849,32.0879,24.6711,28.9334,8.9565
11488,40.7693,32.7084,11.6048,15.6175,22.6297,40.7601,32.6984,9.8657,15.6009,20.4536
11489,11.9755,12.9554,8.8112,18.1276,12.7134,11.8844,12.9327,7.2469,16.7516,10.9902
11490,30.8396,27.1493,15.2553,13.0862,14.3982,30.8327,26.9229,12.0314,11.3853,9.9924
11491,12.4154,14.1670,6.3678,10.5462,6.0767,12.3126,14.1287,5.5482,9.7271,5.8179
11492,42.6818,30.9743,8.0080,11.2670,8.2751,42.6753,30.9718,7.5263,9.7272,6.6804
11493,28.2027,6.9558,15.4382,15.4061,27.2730,28.1434,6.8700,12.0470,12.4831,23.5482
11494,9.4299,23.6650,11.3390,4.6287,15.3976,9.3953,23.6576,9.4201,3.4087,14.9363
11495,79.8837,60.8585,16.0923,21.0236,12.2458,79.8309,60.8578,15.3905,18.3228,9.1404
11496,11.1745,17.4145,6.5837,5.7319,10.9901,10.7816,16.5921,4.7388,1.3035,10.7439
11497,24.3659,39.1138,16.7906,19.2320,12.6700,24.3620,39.1087,14.9636,19.2320,9.0697
11498,4.8189,10.0305,8.6341,11.5785,14.2800,4.7768,10.0089,6.4365,7.9182,14.2155
11499,1.1319,2.5995,0.4243,0.4123,0.5613,0.1334,2.5747,0.2362,0.0764,0.1600
11500,10.0542,24.2005,14.0618,14.1251,8.0648,8.2473,24.1955,12.6680,14.0677,7.0464
11501,68.4310,37.4444,28.7514,11.8883,15.7672,68.4285,37.4436,25.8735,10.0342,14.3720
11502,44.9463,24.9585,18.7949,4.1911,12.2500,44.7204,23.2697,16.7902,3.2608,11.0142
11503,29.0860,16.4762,10.7811,6.0842,7.0318,28.9989,16.4758,9.6556,5.3717,6.3866
11504,42.7307,31.9693,12.8439,16.6803,25.5425,42.7278,31.9667,10.9311,16.5965,23.0003
11505,40.6726,31.4274,22.4887,24.0937,7.6430,40.6137,30.8024,20.1388,23.8654,7.1918
11506,44.4475,59.3821,18.3456,22.2767,31.6732,44.0264,59.3813,16.4504,22.0129,29.9727
11507,18.3473,25.1108,9.8465,8.5185,16.9741,17.7819,23.8935,7.0312,1.7989,16.6188
11508,49.1524,39.2874,22.1567,21.3502,8.2239,49.1129,37.1753,19.3151,20.5606,7.0060
11509,27.3083,41.9544,20.1326,21.7609,14.0308,27.2924,41.9484,17.9970,21.7609,10.3226
11510,1.0947,8.8216,2.0536,1.7073,5.3436,1.0924,8.8160,1.4839,1.2445,5.3472
11511,42.1267,32.0469,28.1712,27.2079,9.3480,42.0631,32.0582,25.4057,26.9493,9.3448
11512,20.0624,32.1737,6.2086,14.2401,14.7727,19.9878,32.1053,6.0657,13.7597,9.4592
11513,15.0827,25.6293,9.6733,8.1467,16.4885,14.5693,24.5016,6.9479,1.7006,16.1288
11514,26.8179,32.7257,16.5508,18.9276,25.8653,26.8134,32.7218,14.8163,18.9249,23.4695
11515,3.9089,13.3208,3.2664,3.3053,10.5464,3.8410,13.3095,2.8265,2.4486,10.2092
11516,23.3705,17.1211,6.8244,9.5238,14.1578,23.3225,17.0486,5.7858,9.3462,12.8136
11517,16.2776,14.5410,19.5363,8.0975,20.3511,16.2751,14.5129,18.0169,7.5786,17.2651
11518,42.0365,55.4089,16.7981,20.9148,20.4768,41.8816,55.4076,14.9798,20.6430,18.4905
11519,9.3568,12.3287,7.1866,6.6862,5.1687,9.3509,12.3242,6.5343,6.6837,3.9768
11520,5.3664,7.9867,6.9600,7.0858,2.6607,5.1549,7.8898,5.9473,6.8022,2.0043
11521,1.7307,2.5488,6.1764,7.5650,2.4313,1.6769,2.3172,5.8344,0.0304,0.8019
11522,12.7784,16.0649,8.9322,10.9497,5.6136,12.7769,16.0614,8.1728,10.9497,4.4981
11523,48.9348,28.6081,19.6989,4.2367,13.6284,48.8036,26.6508,17.6042,3.3009,12.2146
11524,43.0758,31.9695,25.8807,5.2818,13.0388,42.6940,31.9608,25.4301,4.8976,10.5781
11525,2.4382,1.2785,0.3277,0.2470,0.3714,2.4266,1.2616,0.2684,0.2394,0.3209
11526,1.8879,22.3207,4.8033,4.9198,12.0575,1.8848,22.3146,3.3076,3.0164,12.0581
11527,1.5938,1.8867,0.8710,0.5448,1.0071,1.5924,1.8781,0.7129,0.5330,0.6540
11528,18.1660,18.4069,8.6049,9.6435,13.0208,18.1638,18.4020,7.0361,7.6154,11.7145
11529,4.2745,8.6828,2.8037,2.5042,5.9872,4.1370,8.5856,2.6287,1.6652,5.7070
11530,10.7261,25.3336,14.9761,13.2621,10.9008,8.7475,25.3277,13.4904,12.9254,10.1075
11531,52.9847,39.2224,31.6050,6.4460,15.6076,52.6664,39.2094,31.0328,5.9726,12.6535
11532,0.9687,6.4607,1.1085,0.9681,3.7118,0.9670,6.4580,0.8248,0.7515,3.7124
11533,4.8502,11.3334,2.0743,2.3236,1.4984,3.0522,11.2603,1.5041,1.4533,0.7693
11534,16.8181,16.8700,8.8137,12.2688,9.4111,16.8084,16.8601,7.7114,12.2688,8.8421
11535,30.3849,15.8849,18.7118,18.1596,26.9480,30.3071,15.4871,15.6837,14.4102,23.1999
11536,0.1600,0.5989,0.3401,0.3444,0.3682,0.0852,0.5594,0.1750,0.0603,0.0728
11537,14.7270,17.2260,7.0641,7.9517,10.3401,14.5748,17.2199,5.8099,6.3899,9.3824
11538,6.9007,11.8443,7.6079,5.7449,3.9423,6.4436,11.6220,5.8441,5.3994,3.0501
11539,38.9560,35.1883,27.0712,27.7201,22.6550,38.6772,35.1810,25.4212,27.1681,20.9410
11540,25.4683,27.9871,14.1294,8.3968,10.6918,25.4683,27.9807,9.4831,6.6193,4.6178
11541,2.8044,1.9249,0.7727,0.6986,10.0284,2.7679,1.9249,0.5132,0.2346,1.8529
11542,2.3717,6.9435,4.3146,6.6922,6.5225,2.3192,6.9296,3.6012,6.5396,6.2168
11543,26.9590,26.3672,15.3821,7.4496,10.5992,26.9556,26.2027,12.8328,6.6624,7.3608
11544,20.2913,26.3182,12.8844,13.9267,19.0606,20.2732,26.3168,11.4632,13.5655,17.1103
11545,20.2186,29.9875,11.9180,9.6177,19.6038,19.5980,28.6110,8.5171,2.0244,19.1886
11546,33.8709,31.5168,15.6841,7.0907,10.2617,33.8575,30.8639,13.4380,6.2063,7.8297
11547,6.7438,6.2775,10.7155,2.5573,6.8504,6.7409,6.2671,9.1516,1.7586,6.1773
11548,20.9874,33.0856,16.0559,16.2928,11.6941,20.9821,33.0797,14.4094,16.2928,8.5496
11549,44.7197,33.8359,28.6575,25.7295,10.1002,44.6801,33.8369,25.7731,25.6697,10.0946
11550,20.0842,21.0512,3.4486,17.2990,19.1193,19.6460,20.7502,1.9701,15.1301,8.5324
11551,5.3423,3.5501,4.3388,8.2222,7.1495,5.1904,3.5456,3.2512,7.3020,6.2382
11552,13.7630,16.6367,11.5272,29.7386,19.2861,13.7591,16.6316,9.4564,27.6220,18.1282
11553,47.8500,35.5118,28.1144,5.5921,15.5219,47.1338,35.5022,27.5884,5.1967,12.5843
11554,46.8197,44.9744,18.7306,21.9819,16.4858,46.7776,44.9655,17.5099,14.5444,15.0582
11555,3.8216,10.6086,2.7814,12.7056,7.0352,3.7339,10.6023,0.9220,12.5735,5.7467
11556,41.8963,25.6093,14.3829,6.6984,7.2384,41.8908,25.6087,12.8776,5.6209,6.5808
11557,1.4235,0.4362,0.2978,0.2632,0.1580,1.4063,0.4146,0.2350,0.2216,0.1379
11558,22.1646,18.8286,20.4918,15.8293,11.9752,21.5387,18.2897,18.6714,15.2449,11.0089
11559,42.0828,34.6012,12.3762,13.4479,21.0311,42.0671,34.5872,10.3800,10.1374,18.6526
11560,55.7632,42.1966,15.9401,23.8686,27.3969,55.7581,42.1852,13.5507,23.8048,24.8534
11561,3.3427,5.0792,6.7681,5.5097,4.6612,3.3411,4.8817,6.1001,4.5575,4.4877
11562,2.7880,3.4362,8.3699,9.9435,3.6599,2.7661,3.2851,7.8279,0.0677,1.2076
11563,16.0634,15.3997,6.8951,6.2825,11.5367,16.0221,15.3931,5.6222,4.9418,10.3622
11564,34.7311,45.2537,18.3030,20.7130,16.5014,34.7270,45.1006,16.6674,16.1096,12.9130
11565,4.3660,3.9390,1.7301,2.8821,2.3692,4.3464,3.9372,1.3851,2.6707,1.4705
11566,15.9678,21.6389,10.1778,14.1800,18.5327,15.9649,21.6369,9.0191,13.6998,17.5200
11567,1.3614,0.3176,0.4778,0.7605,1.7831,1.1274,0.3031,0.4456,0.0230,0.3925
11568,5.8043,10.9901,4.5999,4.3638,1.0908,5.7308,10.8698,3.9727,4.0289,0.8501
11569,55.5489,42.6291,16.2028,23.7888,32.7564,55.5420,42.6216,13.8156,23.7075,29.5146
11570,3.5692,5.9456,2.9243,9.7015,6.9413,3.4398,5.9151,1.6288,9.2112,5.8809
11571,20.5499,34.6553,17.2620,30.5117,8.9719,20.0203,34.4856,14.7372,30.1559,8.7113
11572,9.8793,16.0257,15.2768,15.4287,16.5622,9.7647,16.0075,12.6333,14.5457,14.6462
11573,18.8479,11.1894,21.9534,17.5943,10.6532,18.1777,11.1380,20.5296,17.2299,10.1954
11574,26.7917,41.1119,19.2842,23.1981,12.4751,26.7585,41.1112,17.2660,23.1981,9.2868
11575,27.5733,40.0397,17.0510,18.1515,11.9070,27.4896,40.0361,15.2685,18.1375,8.5659
11576,0.8404,6.8672,1.5737,1.2720,4.0476,0.8385,6.8624,1.1282,0.9225,4.0503
11577,22.0228,28.7738,12.8679,27.3241,17.2858,21.9209,28.6638,11.1262,25.2156,16.4850
11578,31.3399,17.9058,13.8116,28.6266,36.8333,31.3324,17.8997,11.7303,27.3884,35.6031
11579,0.8463,0.3243,0.5939,1.1251,1.0423,0.8229,0.3234,0.4548,0.9616,0.8736
11580,4.8062,14.7855,5.8705,5.8997,7.6016,3.6812,14.7796,5.0662,5.5979,6.8507
11581,27.6986,39.5911,16.6624,18.0424,13.6001,27.6106,39.4058,15.2713,13.5788,10.2081
11582,41.2903,30.5505,11.4532,12.9726,20.0068,41.2596,30.4314,9.6833,10.9870,17.6777
11583,17.5604,15.9008,9.8991,17.7219,11.4546,17.5496,15.8919,8.3914,17.6909,10.2701
11584,2.8104,0.6213,0.9843,0.7516,1.4865,2.8052,0.6150,0.8117,0.7314,1.3062
11585,1.7346,2.2224,5.2110,7.5701,2.2689,1.6906,2.0369,4.8210,0.0232,0.6192
11586,3.7857,3.3531,5.8455,2.6897,3.7964,3.7335,3.3475,5.0227,2.2176,3.3931
11587,15.9458,14.3928,19.7471,9.5510,21.1785,15.9437,14.3845,18.1590,8.8909,17.8713
11588,0.4485,0.7533,0.4213,0.6422,0.4203,0.3591,0.7194,0.2570,0.1580,0.0532
11589,28.4232,6.9782,17.0311,15.6805,28.6541,28.3518,6.3971,13.8446,12.6864,25.2662
11590,6.4438,5.8821,8.9456,1.9124,5.2683,6.4414,5.8745,7.6494,1.3018,4.7469
11591,13.9343,24.8168,7.3805,7.3779,15.6590,13.7476,24.5050,6.7138,4.6868,14.9631
11592,13.8897,30.5168,10.5112,11.9783,16.1020,13.8860,30.5144,9.5651,11.5029,14.8980
11593,10.5659,26.1799,18.8314,15.7702,12.7609,8.6610,26.1738,17.0252,15.4648,11.4762
11594,14.9577,9.9378,18.3162,14.4777,8.7569,14.3316,9.9323,17.1147,14.1752,8.4048
11595,28.3594,50.8084,25.0139,24.8426,3.6286,28.3335,50.8063,21.9132,22.6665,2.2436
11596,44.9782,59.4144,17.4166,21.8669,25.9250,44.8028,59.4133,15.5454,21.5358,24.1831
11597,50.9180,58.4181,29.1571,30.4793,28.9866,50.8227,58.4177,26.9124,30.1211,26.9580
11598,42.3586,38.6761,30.5083,30.9110,25.1471,41.8057,38.6624,28.6912,30.1684,23.4186
11599,0.7573,1.2647,2.6887,2.1665,0.7467,0.6724,1.1700,2.5772,0.0626,0.2361
11600,11.2958,17.6445,7.4276,5.2699,12.9555,11.1392,17.1391,6.7545,4.1523,11.9132
11601,38.2173,36.9125,13.7270,14.4079,6.6088,38.0223,34.4824,11.2286,13.0379,4.1318
11602,31.8277,17.5833,17.6184,22.3856,25.3227,31.7173,17.4124,14.9723,19.5248,23.0111
11603,45.2535,32.1163,11.1934,2.3397,8.4082,45.2496,30.7394,8.9946,1.2899,6.0830
11604,45.7389,40.0349,18.8001,24.0546,26.9209,45.7321,40.0274,16.6211,23.9617,24.4785
11605,0.3360,0.8703,0.0453,0.1353,0.1538,0.3114,0.8553,0.0397,0.0189,0.0705
11606,48.1613,66.5580,19.3098,23.0608,30.9586,47.8682,66.5571,17.3502,22.8555,29.5886
11607,0.3279,0.7089,0.6468,0.5120,0.2176,0.2553,0.6568,0.6231,0.0417,0.0508
11608,18.0360,19.3676,8.1831,10.0352,8.1044,18.0321,19.3343,7.5909,6.7170,7.5050
11609,22.9074,30.3932,15.4955,16.6723,22.8072,22.9055,30.3923,13.8779,16.6613,20.6871
11610,9.8486,16.2223,24.1774,21.5206,30.4409,9.5954,16.2138,21.1138,21.3619,30.3713
11611,30.2464,8.1867,15.8273,16.4676,27.6490,30.1765,8.1754,12.4641,13.3100,23.8410
11612,20.8544,50.3858,11.4274,13.3766,14.3497,16.8297,50.3784,10.0259,12.5582,14.3551
11613,20.8508,27.7900,13.9833,14.2571,20.7654,20.8488,27.7882,12.5295,14.2267,18.8615
11614,19.2152,26.0528,14.3332,16.3148,10.1142,19.2121,26.0492,13.0136,16.3148,7.9836
11615,13.4870,19.5070,12.1662,12.9160,8.5079,12.8149,18.8602,9.7925,11.4568,4.3130
11616,30.4024,26.4119,15.9428,12.4989,15.0054,30.3916,26.1403,12.2694,11.7373,9.8997
11617,2.7822,7.9930,4.5628,7.3480,7.2017,2.6723,7.8373,3.8195,7.1406,6.9117
11618,69.0569,38.0737,19.1830,13.6195,12.1788,69.0533,38.0492,16.5130,13.0101,12.1665
11619,4.8125,11.6514,3.2579,3.3516,12.6231,4.5591,11.6383,3.2117,2.2837,12.1208
11620,7.8760,13.6037,14.5412,13.4185,10.5652,7.8159,13.1328,13.2399,11.2086,10.2298
11621,5.7496,2.0368,3.8714,17.3919,8.3278,5.6710,2.0200,3.4451,15.6798,3.5170
11622,23.7913,15.4805,27.7626,20.5394,12.7195,23.2220,15.4713,26.0081,20.1335,12.2619
11623,14.9723,16.6593,7.5930,7.8532,5.9043,14.9533,16.6018,7.1890,5.6601,5.4082
11624,12.2654,20.4462,9.4344,9.8335,9.3035,12.1026,20.3686,8.3381,9.5923,5.9004
11625,0.3868,0.6330,1.6066,1.4510,0.4584,0.3571,0.5735,1.5405,0.0243,0.1601
11626,42.5480,27.4662,15.1173,3.7167,9.8659,42.4703,26.1537,13.0557,2.8001,8.1439
11627,30.9699,29.4887,17.2706,27.3395,15.7320,30.9005,29.4315,14.6970,27.3371,14.1811
11628,28.5794,7.1289,14.9428,14.5240,27.4850,28.4942,6.5059,12.1613,11.7834,24.4512
11629,2.9347,3.1915,2.8226,7.0911,5.9297,2.8327,3.1738,2.1286,6.7462,5.3853
11630,7.1665,9.6740,4.9384,5.5860,3.6732,5.9186,8.2057,3.9846,4.7750,1.9461
11631,45.2986,26.8749,17.1377,3.5127,11.3238,45.1429,25.2276,15.1132,2.5835,9.8966
11632,48.2046,28.8441,19.4294,4.0400,13.1790,48.0459,26.9186,17.3589,3.1030,11.8324
11633,6.8591,7.3539,4.7355,3.0671,8.9000,6.5814,7.3100,3.6087,2.1062,7.3214
11634,3.7400,4.0253,2.7659,1.6764,5.1708,3.5111,4.0242,2.1002,1.1688,4.3198
11635,21.0826,34.8013,10.8140,6.4423,18.8037,21.0021,34.6917,8.9750,5.9658,5.1083
11636,70.0736,42.1564,20.4734,14.3271,14.8205,70.0634,42.1259,17.7314,13.7204,14.5336
11637,3.2643,0.7429,1.4019,1.5942,2.6107,3.2328,0.7380,1.0003,1.5495,2.3268
11638,14.1921,5.3177,9.0875,33.8367,16.7720,14.0490,5.2978,8.1189,30.4427,7.2506
11639,11.4746,21.5849,26.8747,26.7729,37.0977,11.4721,21.5783,23.4264,26.5114,37.0271
11640,3.9389,4.9611,3.6341,3.9003,2.2454,3.6799,4.8687,3.0858,3.5837,1.2270
11641,4.2840,2.3311,4.2751,7.6602,9.0308,4.2205,2.3275,3.7535,7.1785,8.4918
11642,24.0689,43.1234,20.9219,20.7400,3.0362,24.0460,43.1199,18.3274,18.9230,1.8759
11643,30.0758,45.9892,21.5339,23.3881,15.0421,30.0469,45.9830,19.2378,23.3881,11.0191
11644,17.4670,17.0168,8.3445,8.7080,14.0968,17.4539,17.0106,6.8316,6.8626,12.6176
11645,7.0631,7.8069,4.8542,3.2483,9.8404,6.7550,7.8043,3.7498,2.2768,8.1569
11646,17.8472,44.5537,9.4244,11.6959,12.3787,14.7632,44.5429,8.2570,11.0082,12.3787
11647,6.7247,15.7108,4.9438,4.6897,12.3231,6.5110,15.6844,4.8703,3.5013,11.7167
11648,48.4454,31.0315,18.8227,13.7334,13.6943,48.3427,30.2200,16.2079,13.0223,11.7503
11649,17.3889,21.3272,13.7068,5.9456,12.9124,16.9927,19.7269,11.5424,4.9557,11.2957
11650,31.4506,48.1077,12.4697,8.0128,25.1810,31.4469,47.9008,10.0000,7.3372,6.1572
11651,3.5691,1.8954,0.5413,0.4551,8.3523,3.5690,1.8945,0.4080,0.1588,3.5381
11652,48.2667,36.1640,8.4337,11.7091,7.0144,48.2541,36.1608,8.0384,10.3732,5.5945
11653,1.8185,0.6543,0.6135,0.6532,0.9810,1.8185,0.6543,0.4874,0.1125,0.9046
11654,8.7961,9.8215,6.2862,3.9202,11.9727,8.4478,9.2335,4.4128,2.6336,9.7787
11655,6.6182,12.9582,9.5618,11.5797,15.0427,6.6003,12.9572,7.3047,7.8482,14.8242
11656,3.8000,1.8948,3.3700,6.2084,7.5776,3.7497,1.8921,2.9491,5.7765,7.1236
11657,57.0012,46.3060,34.2948,7.8486,17.5839,56.7886,46.2657,33.6990,7.2541,14.2088
11658,11.1781,15.3713,9.2687,24.8406,16.5421,11.1735,15.3657,7.5155,23.0873,15.9066
11659,22.6625,40.6370,18.8174,15.6843,2.9574,22.3512,40.3492,16.4704,14.1262,1.7407
11660,6.7293,4.9466,1.3266,1.2575,1.3203,6.7072,4.9173,1.1087,1.2336,1.1118
11661,14.6210,6.3474,1.2202,9.5344,6.4508,14.4493,6.2351,0.4084,8.5031,5.6309
11662,19.2802,19.7185,11.0104,17.5289,11.1788,19.2448,19.6888,9.4087,17.5292,9.9953
11663,18.7386,18.3499,10.4456,13.0468,10.6119,18.6988,18.3380,8.4987,12.2751,7.5301
11664,0.2367,0.3996,0.9896,0.9912,0.3188,0.2225,0.3588,0.9490,0.0099,0.1155
11665,28.0884,26.9846,15.6161,25.6400,15.8155,28.0815,26.9771,13.3537,25.6390,14.4782
11666,2.2120,0.7338,0.8842,4.1075,2.4004,2.1469,0.7226,0.7829,3.6958,1.0066
11667,23.6318,30.0573,13.8612,28.0074,18.2357,23.5407,29.9789,12.0346,25.8536,17.4983
11668,28.8839,29.3172,18.6926,23.1358,17.5417,28.6963,29.2068,14.6509,21.5954,12.1254
11669,8.0036,15.3652,9.8589,7.2624,4.5985,7.4363,15.3301,7.5729,6.9822,3.7766
11670,36.2708,17.9425,4.4215,20.2885,11.4849,36.0395,17.5911,2.4955,17.9631,9.9316
11671,58.2035,69.2326,19.5272,23.3217,26.7127,57.9791,68.1779,17.2100,22.5986,24.9961
11672,19.5286,19.0105,9.1800,9.6767,15.3414,19.5223,19.0021,7.4890,7.6308,13.7427
11673,8.4014,2.0275,3.1003,2.6007,4.4084,8.3715,2.0088,2.4737,2.5289,3.8986
11674,42.0324,50.7842,15.0276,16.9978,15.9225,41.9883,49.3214,13.0672,16.2898,14.2976
